Prod_Desc_norm,ocorrencias,exemplos,subcats
parafuso cabeca chata emenda barras ø14 x78,2,['Parafuso Cabeça Chata Emenda Barras Ø14″ x78″'],"['Barras, Tubos e Chapas Metalon']"
parafuso autoperfurante cabeca chata phillips 3 9x13mm,2,"['Parafuso autoperfurante cabeça chata phillips 3,9x13mm.']",['Parafusos e acessórios']
papelao ondulado 1 20cm,2,['PAPELAO ONDULADO 1.20CM'],['Solventes e Removedores']
painel de automacao utr com estacao de radio,2,['Painel de automação (UTR) com estação de rádio'],"['Acessórios e Conexões Elétricas', 'Automação Industrial']"
piso interno de concreto industrial,2,['Piso interno de concreto industrial'],['Artefatos de Concreto']
piso em granito polido tipo marfim dallas caravelas ou outros equivalentes da regiao formato menor ou igual a 3025 cm2 e 2 cm,2,"['PISO EM GRANITO, POLIDO, TIPO MARFIM, DALLAS, CARAVELAS OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E=  *2* CM', 'PISO EM GRANITO, POLIDO, TIPO MARFIM, DALLAS, CARAVELAS OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MENOR OU IGUAL A 3025 CM2, E=  *2*CM']",['Formas']
piso em ceramica esmaltada extra pei maior ou igual a 4 formato maior que 2025 cm2,2,"['PISO EM CERAMICA ESMALTADA EXTRA, PEI MAIOR OU IGUAL A 4, FORMATO MAIOR QUE 2025 CM2', 'Piso em cerâmica esmaltada extra, pei, maior ou igual a 4 formato maior que 2025 cm2']",['Pisos Cerâmicos']
piso elevado modular metalico,2,['PISO ELEVADO MODULAR METÁLICO'],['Piso Elevado']
piso elevado com placa de aco 60x60cm com a 30cm,2,"['Piso Elevado Com Placa De Aço 60x60cm, Com A=30cm']",['Piso Elevado']
piso ceramico,2,['Piso Cerâmico'],['Pisos Cerâmicos']
pino rosca externa em aco galvanizado para isolador de 15kv diametro 25 mm comprimento 290 mm,2,"['PINO ROSCA EXTERNA, EM ACO GALVANIZADO, PARA ISOLADOR DE 15KV, DIAMETRO 25 MM, COMPRIMENTO *290* MM', 'PINO ROSCA EXTERNA, EM AÇO GALVANIZADO, PARA ISOLADOR DE 15KV, DIÁMETRO 25 MM, COMPRIMENTO *290* MM']",['Subestações e Alta Tensão']
pincel 396 2,2,['PINCEL 396 2'],['Ferramentas   para Pintura']
perfil u abnt nbr 15980 astm a36 u 76 x 6 1,2,"['Perfil U ABNT NBR 15980 - ASTM A36 - U 76 x 6,1', 'Perfil U ABNT NBR 15980: ASTM A36: U 76 x 6,1 -']",['Perfis e chapas em aço carbono']
perfil l,2,['PERFIL L'],"['Ferragens para Fixar e Montar', 'Perfis e chapas em aço carbono']"
perfil dobrado l 50x150x100 3 04 mm,2,"['PERFIL DOBRADO L 50X150X100 #3,04 MM']",['Insumos metálicos']
perfil de borracha epdm macico 12 x 15 mm para esquadrias,2,"['PERFIL DE BORRACHA EPDM MACICO *12 X 15* MM PARA ESQUADRIAS', 'PERFIL DE BORRACHA EPDM MACICO 12 X 15 MM PARA ESQUADRIAS']",['Perfis e chapas em aço carbono']
pedra quartzito ou calcario laminado serrada tipo cariri itacolomi lagoa santa luminaria pirenopolis sao tome ou outras similares da regiao 20 x 40 cm e 1 5 a 2 5 cm,2,"['PEDRA QUARTZITO OU CALCARIO LAMINADO, SERRADA, TIPO CARIRI, ITACOLOMI, LAGOA SANTA, LUMINARIA, PIRENOPOLIS, SAO TOME OU OUTRAS SIMILARES DA REGIAO, *20 X *40 CM, E=  *1,5 A *2,5 CM', 'PEDRA QUARTZITO OU CALCARIO LAMINADO, SERRADA, TIPO CARIRI, ITACOLOMI, LAGOA SANTA, LUMINARIA, PIRENOPOLIS, SAO TOME OU OUTRAS SIMILARES DA REGIAO, *20 X *40 CM, E= *1,5 A *2,5 CM']","['Luminárias', 'Revestimentos Externos']"
pedra brita lavada no 01,2,['Pedra brita lavada nº 01'],"['Areia, Pedra Brita, Gesso, Cal e Argila']"
pas de po de pedra,2,['pás de pó de pedra'],"['Areia, Pedra Brita, Gesso, Cal e Argila']"
pas de pedra zero,2,['pás de pedra zero'],"['Areia, Pedra Brita, Gesso, Cal e Argila']"
placa piso de concreto poroso pavimento permeavel bloco drenante de concreto 40 cm x 40 cm e 6 cm cor natural,2,"['PLACA/PISO DE CONCRETO POROSO/ PAVIMENTO PERMEAVEL/BLOCO DRENANTE DE CONCRETO, 40 CM X 40 CM, E = 6 CM, COR NATURAL']",['Blocos de Concreto']
placa de obra galvanizada com estrutura em madeira 3 00 x 1 125m,2,"['placa de obra galvanizada com estrutura em madeira 3,00 x 1,125m']",['Outros - Materiais de Construção']
placa de acrilico transparente adesivada para sinalizacao de portas borda polida de 25 x 8 e 6 mm nao inclui acessorios para fixacao,2,"['PLACA DE ACRILICO TRANSPARENTE ADESIVADA PARA SINALIZACAO DE PORTAS, BORDA POLIDA, DE *25 X 8*, E = 6 MM (NAO INCLUI ACESSORIOS PARA FIXACAO)', 'PLACA DE ACRILICO TRANSPARENTE ADESIVADA PARA SINALIZACAO DE PORTAS, BORDA POLIDA, DE 25 X 8, E = 6 MM (NAO INCLUI ACESSORIOS PARA FIXACAO)']","['Acessórios de Portas e Janelas', 'Sinalização, Letras e Números']"
placa cimenticia,2,"['Placa Cimentícia', 'Placa cimenticia']","['Aços para Construção', 'Perfis para Steel Frame']"
placa 4x4 cega branco c suporte,2,['Placa 4x4 cega branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x4 6 modulos branco c suporte,2,['Placa 4x4 6 módulos branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x4 4 modulos branco c suporte,2,['Placa 4x4 4 módulos branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x4 2 modulos branco c suporte,2,['Placa 4x4 2 módulos branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x2 cega branco c suporte,2,['Placa 4x2 cega branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x2 3 modulos branco c suporte,2,['Placa 4x2 3 módulos branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x2 2 modulos branco c suporte,2,['Placa 4x2 2 módulos branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 4x2 1 modulo branco c suporte,2,['Placa 4x2 1 módulo branco c/ suporte'],"['Tomadas, interruptores e plugues']"
placa 3 postos condulete 3 4 branca antichamas atender exigencia nbr 15465,2,"['Placa 3 postos condulete 3/4 branca, antichamas, atender exigência NBR 15465.']","['Tomadas, interruptores e plugues']"
piso revestimento em granito polido tipo andorinha quartz castelo corumba ou outros equivalentes da regiao formato maior ou igual a 3025 cm2 e 2 cm,2,"['PISO/ REVESTIMENTO EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MAIOR OU IGUAL A 3025 CM2, E = *2* CM', 'PISO/ REVESTIMENTO EM GRANITO, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, FORMATO MAIOR OU IGUAL A 3025 CM2, E = *2*CM']",['Formas']
piso intertravado de concreto modelo onda 16 faces,2,['PISO INTERTRAVADO DE CONCRETO - MODELO ONDA 16 FACES'],['Artefatos de Concreto']
piso intertravado de concreto cor marrom modelo paver plato 20x10x6cm cxlxh,2,['PISO INTERTRAVADO DE CONCRETO - COR MARROM MODELO PAVER PLATO 20x10x6cm (CxLxH)'],"['Pisos', 'Todos os Pisos']"
ponteiro para martelo rompedor diametro 28 mm comprimento 520 mm encaixe sextavado,2,"['PONTEIRO PARA MARTELO ROMPEDOR, DIAMETRO = *28* MM, COMPRIMENTO = *520* MM, ENCAIXE  SEXTAVADO', 'PONTEIRO PARA MARTELO ROMPEDOR, DIAMETRO = *28* MM, COMPRIMENTO = *520* MM, ENCAIXE SEXTAVADO']","['Tomadas, interruptores e plugues']"
plastico bolha largura 1 20mt o metro,2,['PLASTICO BOLHA (LARGURA - 1.20MT) O METRO'],['Solventes e Removedores']
placas st parede,2,"['Placas ST - parede', 'Placas ST parede']","['Gesso e Drywall', 'Perfis para Steel Frame']"
placas ru parede,2,"['Placas RU - parede', 'Placas RU parede']","['Gesso e Drywall', 'Perfis para Steel Frame']"
caixa de passagem,2,['Caixa de passagem'],['Quadros e Caixas Elétricas']
caixa de medicao,2,['Caixa de medição'],['Quadros e Caixas Elétricas']
caixa de inspecao aterramento conica pvc com tampa,2,"['CAIXA DE INSPEÇÃO ATERRAMENTO CONICA PVC COM TAMPA', 'CAIXA DE INSPEÇÃO ATERRAMENTO CÔNICA PVC COM TAMPA']",['Para Raios e SPDA']
caixa de centro de distribuicao para 32 disjuntores trilho tipo din pvc branco de sobrepor,2,"['Caixa de centro de distribuição, para 32 disjuntores, trilho tipo DIN, PVC branco, de sobrepor.']",['Proteções Elétricas']
cabo pp 5 x 2 5mm2,2,"['Cabo PP 5 x 2,5mm²']",['Cabos e Fios Elétricos']
cabo pp 4 x 4 0mm na cor preta,2,"['Cabo PP 4 x 4,0mm, na cor preta.']",['Cabos Elétricos']
cabo pp 3 x 2 5mm2,2,"['Cabo PP 3 x 2,5mm2', 'Cabo PP 3 x 2,5mm²']",['Cabos e Fios Elétricos']
cabo pp 3 x 2 5mm na cor preta,2,"['Cabo PP 3 x 2,5mm, na cor preta.']",['Cabos Elétricos']
cabo pp 3 x 1 5mm na cor preta,2,"['Cabo PP 3 x 1,5mm, na cor preta.']",['Cabos Elétricos']
cabo pp 2x4 mm 750v,2,"['Cabo PP 2x4 mm - 750V', 'Cabo PP 2x4 mm 750V']",['Cabos e Fios Elétricos']
cabo pp 2 x 2 5mm_ tensao nominal 750v,2,"['CABO PP 2 X 2,5MM_- TENSAO NOMINAL 750V']",['Cabos e Fios Elétricos']
cabo pp 2 x 2 5mm2 na cor preta,2,"['Cabo PP 2 x 2,5mm² na cor preta.']",['Cabos Elétricos']
cabo flexivel 2 5mm azul,2,"['CABO FLEXÍVEL 2,5MM - AZUL', 'Cabo flexível 2,5mm azul']",['Cabos Elétricos']
poste conico continuo em aco galvanizado reto engastado h 7 m diametro inferior 125 mm,2,"['POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO,  H = 7 M, DIAMETRO INFERIOR = *125* MM', 'POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO, H = 7 M, DIAMETRO INFERIOR = 125 MM']",['Poste Metálico']
poste conico continuo em aco galvanizado curvo braco duplo flangeado h 9 m diametro inferior 135 mm,2,"['POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO DUPLO, FLANGEADO,  H = 9 M, DIAMETRO INFERIOR = *135* MM', 'POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO DUPLO,FLANGEADO, H = 9 M, DIAMETRO INFERIOR = 135 MM']",['Poste Metálico']
poste conico continuo circular reto engastado 9 metros fibra de vidro,2,['Poste cônico continuo circular reto engastado 9 metros (fibra de vidro)'],['Poste Metálico']
poste conico 8m,2,['Poste Conico - 8m'],['Poste Metálico']
poste concreto circular 12 400 t 170mm,2,"['POSTE CONCRETO CIRCULAR 12/400 T-170MM', 'Poste Concreto Circular 12/400 T 170mm']","['Aduela de Concreto', 'Poste de Concreto']"
poste circular de concreto 200 dan 10m de altura,2,"['Poste circular de concreto 200 daN, 10m de altura']","['Poste de Concreto', 'Tomadas, interruptores e plugues']"
poste circular 1000 12,2,"['POSTE CIRCULAR 1000/12', 'Poste circular 1000/12']",['Poste de Concreto']
poste aco conico contin curvo flangeado c jan insp h 9m,2,"['Poste aço cônico contín. curvo flangeado, c/ jan.insp. h=9m']",['Poste Metálico']
poste 600dan duplo t 13 5m,2,"['Poste 600DAN, duplo T, 13,5m']",['Poste de Concreto']
porta dente para fresadora,2,"['PORTA DENTE PARA  FRESADORA', 'PORTA DENTE PARA FRESADORA']",['Acessórios de Portas e Janelas']
porta de madeira para banheiro em compensado com laminado texurizado 0 60x1 60m,2,"['PORTA DE MADEIRA, PARA BANHEIRO EM COMPENSADO COM LAMINADO TEXURIZADO 0,60X1,60M']",['Portas e esquadrias']
porta de enrolar manual completa articulada raiada larga em aco galvanizado natural chapa numero 24 sem instalacao,2,"['PORTA DE ENROLAR MANUAL COMPLETA, ARTICULADA RAIADA LARGA, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)', 'PORTA DE ENROLAR MANUAL COMPLETA, ARTICULADA RAIADA LARGA, EM AÇO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALAÇÃO)']","['Acessórios de Portas e Janelas', 'Portas e esquadrias']"
porcelanato 60x60cm munari cimento eliane ou similar,2,['Porcelanato 60x60cm Munari Cimento - Eliane ou similar'],['Porcelanatos']
porcelanato 60x60cm,2,['Porcelanato 60x60cm'],['Porcelanatos']
porca olhal,2,"['PORCA -OLHAL', 'PORCA OLHAL']",['Parafusos e acessórios']
poste de concreto duplo t 11m 300 dan,2,"['POSTE DE CONCRETO DUPLO T 11M 300 DAN', 'POSTE DE CONCRETO DUPLO T 11M 300 dan']",['Poste de Concreto']
poste de concreto dt 12 150 dan 01 pc,2,['POSTE DE CONCRETO DT 12/150 DAN   01  PÇ'],"['Aduela de Concreto', 'Poste de Concreto']"
poste de concreto circular 600 kgf com 11 metros de comprimento,2,['POSTE DE CONCRETO CIRCULAR 600 KGF COM 11 METROS DE COMPRIMENTO'],['Poste de Concreto']
poste de concreto circular 400 kg h 14 m nbr 8451,2,"['POSTE DE CONCRETO CIRCULAR, 400 KG, H = 14 M (NBR 8451)']",['Artefatos de Concreto']
poste de concreto circular 12 1000,2,"['POSTE DE CONCRETO CIRCULAR 12/1000', 'Poste de Concreto Circular 12/1000']",['Poste de Concreto']
poste de concreto armado de secao duplo t extensao de 9 00 m resistencia de 150 dan tipo d,2,"['POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D', 'POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSÃO DE 9,00 M, RESISTENCIA DE 150 DAN, TIPO D']","['Artefatos de Concreto', 'Poste de Concreto']"
poste de concreto armado de secao duplo t extensao de 8 00 m resistencia de 150 dan tipo d,2,"['POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 8,00 M, RESISTENCIA DE 150 DAN, TIPO D', 'Poste de concreto armado de seção duplo T, extensão de 8,00 m, resistência de 150 dan, tipo D']","['Artefatos de Concreto', 'Poste de Concreto']"
poste de concreto armado de secao duplo t extensao de 11 00 m resistencia de 300 dan tipo b,2,"['POSTE DE CONCRETO ARMADO DE SECAO DUPLO T, EXTENSAO DE 11,00 M, RESISTENCIA DE 300 DAN, TIPO B']","['Artefatos de Concreto', 'Poste de Concreto']"
poste curvo duplo em aco galvanizado a fogo,2,['Poste curvo duplo em aço galvanizado à fogo'],['Poste Metálico']
poste conico continuo em aco galvanizado reto flangeado h 3 m diametro inferior 95 mm sem luminaria,2,"['POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, FLANGEADO, H = 3 M, DIAMETRO  INFERIOR = 95 MM, SEM LUMINÁRIA', 'Poste Conico Continuo Em Aco Galvanizado, Reto, Flangeado, H = 3 M, Diametro  Inferior = *95* Mm, Sem Luminária']",['Poste Metálico']
cabo pp 2 x 2 5mm2,2,"['Cabo PP 2 x 2,5mm²']",['Cabos e Fios Elétricos']
cabo pp 2 x 2 5 mm 750v,2,"['Cabo PP 2 x 2,5 mm / 750V']",['Cabos e Fios Elétricos']
cabo pp 2 x 1 5mm na cor preta,2,"['Cabo PP 2 x 1,5mm, na cor preta.']",['Cabos Elétricos']
cabo para rede ethernet cat 6a blindado,2,['Cabo para rede ethernet CAT 6a blindado'],"['Cabos Elétricos', 'Ferramentas Manuais']"
cabo multipolar de cobre flexivel classe 4 ou 5 isolacao em hepr cobertura em pvc st2 antichama bwf b 0 6 1 kv 3 condutores de 16 mm2,2,"['CABO MULTIPOLAR DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM HEPR, COBERTURA EM PVC-ST2, ANTICHAMA BWF-B, 0,6/1 KV, 3 CONDUTORES DE 16 MM2']","['Cabos Elétricos', 'Cabos e Fios Elétricos']"
cabo multipolar cobre classe 5 de 3 c x 2 5 mm2,2,"['Cabo multipolar, cobre, classe 5, de 3/C x 2,5 mm²']","['Cabos e Fios Elétricos', 'Ferramentas Manuais']"
cabo de instrumentacao 8 pares 1 5 mm2,2,"['Cabo de instrumentação 8 pares 1,5 mm²']","['Cabos e Fios Elétricos', 'Ferramentas Manuais']"
cabo de instrumentacao 2 pares 1 5 mm2,2,"['Cabo de instrumentação 2 pares 1,5 mm²']","['Cabos e Fios Elétricos', 'Ferramentas Manuais']"
cabo de instrumentacao 1 par 1 5 mm2,2,"['Cabo de instrumentação 1 par 1,5 mm²']","['Cabos e Fios Elétricos', 'Ferramentas Manuais']"
reator interno para lampada vapor de sodio alta pressao 70w,2,"['Reator interno para lâmpada vapor de sódio alta pressão 70W', 'Reator interno para lâmpada vapor de sódio alta pressão 70w']",['Lâmpadas']
rd exc es pvc pb je 200 x 100,2,['RD EXC ES PVC PB JE 200 X 100'],['Canos e Conexões Hidráulicas']
quadro de distribuicao de energia em chapa de aco galvanizado de embutir com barramento trifasico para 12 disjuntores din 100a,2,"['QUADRO DE DISTRIBUIÇÃO DE ENERGIA EM CHAPA DE AÇO GALVANIZADO, DE EMBUTIR, COM BARRAMENTO TRIFÁSICO, PARA 12 DISJUNTORES DIN 100A']",['Proteções Elétricas']
protetor auditivo tipo concha com abafador de ruidos atenuacao acima de 22 db,2,"['PROTETOR AUDITIVO TIPO CONCHA COM ABAFADOR DE RUIDOS, ATENUACAO ACIMA DE 22 DB']",['EPI: Equipamentos Proteção Individual']
prego telheiro 18x30 embalagem de 1kg,2,"['Prego telheiro - 18x30, embalagem de 1kg.']",['Acessórios e Consumíveis para Ferramentas']
prancha em macaranduba,2,['Prancha em Maçaranduba'],['Madeiras para Construção']
prancha de madeira,2,['Prancha de Madeira'],['Chapas e Painéis']
pozolana de classe c,2,"['POZOLANA DE CLASSE  C', 'POZOLANA DE CLASSE C']",['Concreto']
postes de concreto armado duplo t 12 1000,2,['Postes de Concreto Armado Duplo T 12/1000'],['Poste de Concreto']
poste pre moldado de concreto armado com dimensoes de h 3 15 12x12cm,2,"['POSTE PRÉ-MOLDADO DE CONCRETO ARMADO COM DIMENSÕES DE H = 3,15, 12X12CM', 'Poste pré-moldado de concreto armado com dimensões de h = 3,15, 12x12cm']",['Poste de Concreto']
poste de fibra monofasico 2 medidores 7 5m de altura padrao rge cabo com 16mm saida aerea disjuntor 63a produto completo pronto para solicitar a ligacao na rge,2,"['Poste de fibra, monofásico, 2 medidores - 7,5m de altura, padrão RGE: cabo com 16mm, saída aérea, disjuntor 63A, produto completo, pronto para solicitar a ligação na RGE.']",['Proteções Elétricas']
poste de fibra monofasico 1 medidor 7 5m de altura padrao rge cabo com 16mm saida aerea disjuntor 63a produto completo pronto para solicitar a ligacao na rge,2,"['Poste de fibra, monofásico, 1 medidor - 7,5m de altura, padrão RGE: cabo com 16mm, saída aérea, disjuntor 63A, produto completo, pronto para solicitar a ligação na RGE.']",['Proteções Elétricas']
poste de concreto duplo t 600 dan 12m,2,"['POSTE DE CONCRETO DUPLO T-600 DAN - 12M', 'Poste De Concreto Duplo T - 600 DAN 12M']",['Poste de Concreto']
cabo de aluminio nu 4 awg,2,['Cabo de alumínio nu 4 AWG'],"['Cabos Elétricos', 'Ferramentas Manuais']"
cabo de aluminio duplex 1x10 10 00 mm xlpe preto c neutro nu,2,"['Cabo de alumínio duplex 1x10+10,00 mm XLPE preto c/ neutro NU.']",['Cabos Elétricos']
cabo de aco cobreado nu de 1 c x 70 mm,2,['Cabo de aço cobreado nu de 1/C x 70 mm'],"['Cabos e Fios Elétricos', 'Para Raios e SPDA']"
cabo de aco cobreado nu de 1 c x 16 ate 25mm,2,['Cabo de aço cobreado nu de 1/C x 16 até 25mm'],"['Cabos e Fios Elétricos', 'Para Raios e SPDA']"
rele fotoeletrico 220v,2,"['Rele fotoelétrico 220V', 'Relé Fotoelétrico 220V']",['Equipamentos']
rele falta fase 380w,2,"['Relé falta fase 380W', 'Relé falta fase 380w']",['Automação Industrial']
rejunte ceramicas flexivel branco 1kg,2,['REJUNTE CERAMICAS FLEXIVEL BRANCO 1KG'],['Acessórios para Pisos e Revestimentos']
rejunte acrilico branco 1kg,2,['REJUNTE ACRILICO BRANCO 1KG'],['Produtos para Aplicação e Acabamento']
rejunte,2,['Rejunte'],['Produtos para Aplicação e Acabamento']
reatores para luminarias a vapor metalico de 1000w,2,['Reatores para luminárias a vapor metálico de 1000W'],"['Reatores e Soquetes', 'Refletores']"
cabo flexivel 1 5mm2,2,"['Cabo flexível 1,5mm²']",['Cabos Elétricos']
cabo flex pp 4x3mm,2,['Cabo Flex PP 4x3mm'],['Cabos e Fios Elétricos']
cabo eletrico rigido 1 00un 750v 1 50mm2,2,"['CABO ELETRICO - RÍGIDO 1,00UN 750V 1,50MM2']",['Ferramentas Manuais']
cabo eletrico flexivel 1 00un 750v 35 00mm2 cobre tempera mole vermelho,2,"['CABO ELETRICO - FLEXÍVEL 1,00UN 750V 35,00MM2 COBRE TEMPERA: MOLE VERMELHO']",['Cabos Elétricos']
cabo eletrico 16 0 mm2 0 6 1kv hepr verde,2,"['CABO ELÉTRICO - 16,0 MM² 0.6/1KV - HEPR - VERDE', 'Cabo elétrico 16,0 mm² 0.6/1KV HEPR verde']",['Cabos Elétricos']
cabo eletrico 16 0 mm2 0 6 1kv hepr preto,2,"['CABO ELÉTRICO - 16,0 MM² 0.6/1KV - HEPR - PRETO', 'Cabo elétrico 16,0 mm² 0.6/1KV HEPR preto']",['Cabos Elétricos']
roda forro cemalha pvc branco pecas 6 m,2,['Roda-forro (cemalha) PVC branco – peças 6 m'],['Forros']
ripa madeira para bancos de 185 x 12cm x 3cm minimo podendo variar aparelhada em duas bordas em macaranduba angelim ou equivalente da regiao,2,"['RIPA MADEIRA PARA BANCOS, DE 185 X 12CM X 3CM (MINIMO) PODENDO VARIAR, APARELHADA EM DUAS BORDAS, EM MAÇARANDUBA, ANGELIM OU EQUIVALENTE DA REGIÃO']","['Chapas e Painéis', 'Outros - Madeiras']"
